"CHR_OBJECT"	"OBJ_CLASS"	"OBJ_STATUS"	"OBJ_USER_STATUS"	"CHR_CHAR"	"CHR_VALUE"
"400379735"	"ZISO_EQUI_LTIN"	"INST"	""	"SUPD"	"24 V"
"WEA-GD-16303"	"ZMOG_FLOC_PXGE"	"DLFL"	"APPR"	"COSC"	"NF-4062"
"GC-XGE-0926_2"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"CURL"	"30 AMP"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"CCV"	"220V AC"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"OC"	"-"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"ORDN"	"-"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"BLSP"	"NONE"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"K5ARCV"	"-"
"400133897"	"ZMOG_EQUI_AMS1"	"INST"	""	"K3CLRMT"	"-"
"GC-XGE-0901_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"COSC"	"9-618/9-643"
"GC-XGE-0901_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"HBDD-FSLL-12352"	"ZMOG_FLOC_PFS"	"CRTE"	"APPR"	"CARA"	"N.A"
"HBDE-FIL-12491"	"ZMOG_FLOC_PF"	"CRTE"	"APPR"	"DEP"	"N.A"
"HBDD-SOV-12371"	"ZMOG_FLOC_PSOV"	"CRTE"	"APPR"	"ENV"	"IN"
"TSB-PC-14006"	"ZMOG_FLOC_PRAD"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"WAA-TSL-56500"	"ZMOG_FLOC_PTS"	"DLFL"	"APPR"	"CARA"	"-30	TO + 25	"
"400358338"	"ZMOG_EQUI_AEJB"	"INST"	""	"DIM"	"H: 197MM 	: 66MM"
"400136087"	"ZMOG_EQUI_ACOE"	"INST"	"NOPM"	"BABM"	"FLAME RESISTANCE RESIN"
"400136087"	"ZMOG_EQUI_ACOE"	"INST"	"NOPM"	"DIM"	"96 X 96 116 MM"
"400365101"	"ZMOG_EQUI_AILU"	"INST"	""	"FRRA"	"-"
"400365101"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"EAC-N-7108-R7_2"	"ZMOG_FLOC_PMCC"	"DLFL"	"APPR"	"VTD"	"-"
"EAC-N-7108-R7_2"	"ZMOG_FLOC_PMCC"	"DLFL"	"APPR"	"SETB"	"-"
"400205007"	"ZMOG_EQUI_AILU"	"DLFL"	""	"RV"	"220-254 VOLT"
"TSB-HCV-59429"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR"	"ECO"	"3/8"" MP BUTECH"
"TSB-HCV-59475"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR"	"ECO"	"3/8"" MP BUTECH"
"TSB-HCV-59405"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR"	"ECO"	"3/8"" MP BUTECH"
"DB-JMJ-14002_2"	"ZMOG_FLOC_PRAD"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"GC-YSL-0713_C"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GC-XSE-0611_1"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0611_1"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"COSC"	"6M-636/6M-657"
"GC-XSE-0303_1"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XHE-0923_2"	"ZMOG_FLOC_PXHE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-YSL-0713_A"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GC-XSE-0925_2"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"400082328"	"ZMOG_EQUI_APSV"	"INST"	""	"NSGFI"	"4 STK,  	 X 65 - L7"
"400082328"	"ZMOG_EQUI_APSV"	"INST"	""	"ORSI"	"0.110 SQ IN (D)"
"HBDD-LN-18216"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"TYPE"	"FLOOD LIGHTING"
"TSAZ-FCV-39202"	"ZMOG_FLOC_PFCV"	"CRTE"	"APPR"	"LINO"	"TSY-1/2""-CI-0394203-GY"
"400075109"	"ZMOG_EQUI_AMS1"	"INST"	""	"OC"	"-"
"400075109"	"ZMOG_EQUI_AMS1"	"INST"	""	"ORDN"	"-"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"ORDN"	"-"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"K3CLRMT"	"-"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"TRLS"	"22-32 AMP"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"CCV"	"220V AC"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"K23NOC"	"-"
"400102611"	"ZMOG_EQUI_AMS1"	"INST"	""	"OC"	"-"
"400075109"	"ZMOG_EQUI_AMS1"	"INST"	""	"K5ARCV"	"-"
"400075109"	"ZMOG_EQUI_AMS1"	"INST"	""	"BHSP"	"FIXED"
"400075109"	"ZMOG_EQUI_AMS1"	"INST"	""	"K3CLRMT"	"-"
"GC-MCC2-S7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"SETB"	"-"
"GC-MCC2-S7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"VTD"	"-"
"400155482"	"ZMOG_EQUI_ACIC"	"DLFL"	""	"ENCPK"	"IP55"
"400205817"	"ZMOG_EQUI_ACIP"	"DLFL"	""	"INSI"	"4-20 MA"
"GC-MCC2-S3-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"SETB"	"-"
"GC-MCC2-S3-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"THMR"	"11,5 AMP"
"GC-MCC2-S3-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"VTD"	"-"
"400362454"	"ZMOG_EQUI_AVEF"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362459"	"ZMOG_EQUI_AVEF"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362452"	"ZMOG_EQUI_AVEF"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362460"	"ZMOG_EQUI_AVEF"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362465"	"ZMOG_EQUI_AVEF"	"INST"	""	"ORDN"	"HYDAC 4502978197"
"400168259"	"ZMOG_EQUI_AMLP"	"DLFL"	""	"WI"	"F"
"400168259"	"ZMOG_EQUI_AMLP"	"DLFL"	""	"FLC"	"6,47 AMP"
"TSAZ-FIL-39411A"	"ZMOG_FLOC_PF"	"CRTE"	"APPR"	"MDPAF"	"210 BAR"
"400362480"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362474"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"	100 MM. WHITE,BLACK LETTERING"
"400362480"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"	100 MM. WHITE,BLACK LETTERING"
"400362480"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW-OUT BACK"
"400362474"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW-OUT BACK"
"400362474"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362477"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362477"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"	100 MM. WHITE,BLACK LETTERING"
"400362477"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW-OUT BACK"
"400362478"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW-OUT BACK"
"400362478"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"	100 MM. WHITE,BLACK LETTERING"
"400362478"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362481"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"	100 MM. WHITE,BLACK LETTERING"
"400362481"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW-OUT BACK"
"400362481"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"SEMCO 1024401"
"HBDE-UCP-12422"	"ZMOG_FLOC_PCP"	"CRTE"	"APPR"	"VOS"	"62 KW"
"HBDB-FCV-105701"	"ZMOG_FLOC_PFCV"	"CRTE"	"APPR"	"PMT"	"VALCONTROL EPP2000"
"HBDD-SOV-12352"	"ZMOG_FLOC_PSOV"	"CRTE"	"APPR"	"ENV"	"IN"
"HBDB-LN-18495"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"TYPE"	"NOEMAL"
"400180479"	"ZMOG_EQUI_ATPX"	"DLFL"	""	"ENCPK"	"IP55"
"HBDC-E-4153"	"ZMOG_FLOC_PE"	"CRTE"	"APPR"	"OPTES"	"73.49 DEG C (IN), 40 DEG C (OU"
"HBDC-E-4153"	"ZMOG_FLOC_PE"	"CRTE"	"APPR"	"DETEP"	"-40 / 80"
"400214269"	"ZMOG_EQUI_AMLP"	"DLFL"	""	"WI"	"EX CERTIF : CESI 01 ATEX 098"
"400214269"	"ZMOG_EQUI_AMLP"	"DLFL"	""	"WMP"	"PTC = 150 	C"
"HBDC-FIT-435202"	"ZMOG_FLOC_PFIT"	"CRTE"	"APPR"	"CARA"	"0-1000 MBAR"
"HBDC-FIT-435202"	"ZMOG_FLOC_PFIT"	"CRTE"	"APPR"	"OER1"	"ALARM L/H: 55/445 MBAR"
"400359005"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"HBDB-ZSC-290002"	"ZMOG_FLOC_PZS"	"DLFL"	"APPR"	"OER1"	"HBDB-ESDV/SOV-290002"
"HBDB-ZSC-290002"	"ZMOG_FLOC_PZS"	"DLFL"	"APPR"	"ZB"	"SAFE AREA"
"400184323"	"ZMOG_EQUI_AFVC"	"INST"	""	"DES"	"-40 +204 DEG.C / 358,5 BARG"
"EAA-CM-27037"	"ZMOG_FLOC_PCOR"	"DLFL"	""	"HOO"	"SIDE"
"EAA-HCV-21620A-U"	"ZMOG_FLOC_PHCV"	"DLFL"	"NOPM"	"BODS"	"6"""
"HBDD-N-1853-A04-02"	"ZMOG_FLOC_PMFR"	"CRTE"	"APPR"	"CTDA"	"2000/1A  5P10  15VA"
"HBDD-N-1853-A04-02"	"ZMOG_FLOC_PMFR"	"CRTE"	"APPR"	"OTI1"	"N/A"
"400054328"	"ZMOG_EQUI_ALEB"	"INST"	"NOPM"	"ELED"	"6.5	/C-14"" (OIL/WATER)"
"400054328"	"ZMOG_EQUI_ALEB"	"INST"	"NOPM"	"DES"	"97,6 BAR/-12 TO 66	C."
"400110537"	"ZMOG_EQUI_ATIN"	"DLFL"	""	"DIAL"	"5"" [125 MM]/WHITE/BLACK"
"400110537"	"ZMOG_EQUI_ATIN"	"DLFL"	""	"CONNX"	"1/2""NPT"
"EAB-HCV-21023"	"ZMOG_FLOC_PHCV"	"DLFL"	"NOPM"	"LINO"	"EAB-V-2102 - G1"
"400056722"	"ZMOG_EQUI_ALOU"	"DLFL"	""	"CERT"	"NEMKO NO. OIATEX 235"
"400338636"	"ZMOG_EQUI_AUPS"	"INST"	""	"NLP"	"OUTPUT: 3000 VA / 2100W"
"400338636"	"ZMOG_EQUI_AUPS"	"INST"	""	"DIMB"	"720X600X800MM"
"400357923"	"ZMOG_EQUI_ABL"	"INST"	""	"BODM"	"GLASS REINFORCED POLYESTER"
"400357923"	"ZMOG_EQUI_ABL"	"INST"	""	"EXCA"	"EEX DE IIC T4"
"WAA-HTJB-9103-F07-119A"	"ZMOG_FLOC_PTHJ"	"DLFL"	"APPR"	"OTI1"	"EXP CAT: PTB 99 ATEX 1108 U"
"400359945"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"GC-A-1504"	"ZMOG_FLOC_PA"	"CRTE"	"APPR"	"RTN2"	"P-1080"
"GE-JB-604_4"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"RTN"	"NA"
"GC-YSL-1501_6"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GEA-G812_12"	"ZMOG_FLOC_PNN"	"CRTE"	"APPR"	"NN2"	"CONNECTION: FLG. ND 10"
"400338436"	"ZMOG_EQUI_APDP"	"DLFL"	""	"CAP"	"10,9 L/MIN @ 3000 RPM"
"400338436"	"ZMOG_EQUI_APDP"	"DLFL"	""	"DRIV"	"EL-MOTOR"
"400365045"	"ZMOG_EQUI_APDP"	"INST"	""	"WEI"	"5.2 KG"
"400365045"	"ZMOG_EQUI_APDP"	"INST"	""	"DRIV"	"EL-MOTOR"
"400381033"	"ZISO_EQUI_LTNO"	"INST"	""	"IPR"	"IP54/67"
"400365076"	"ZMOG_EQUI_AFIT"	"INST"	""	"SIGNM"	"4-20 MA"
"WAD-FI-45433"	"ZMOG_FLOC_PFI"	"DLFL"	"APPR"	"SCAL"	"KG/H"
"VBA-FCV-290608"	"ZMOG_FLOC_PFCV"	"CRTE"	"APPR"	"TRM"	"316L STST+GR.6 FULLY STELLITED"
"VBA-FCV-290608"	"ZMOG_FLOC_PFCV"	"CRTE"	"APPR"	"BODM"	"ASTM A352 LCC"
"TSB-FIL-39401B"	"ZMOG_FLOC_PF"	"CRTE"	"APPR"	"OPPR"	"30 TO 244 BARG"
"TSB-FIL-39401B"	"ZMOG_FLOC_PF"	"CRTE"	"APPR"	"MDPAF"	"210 BAR"
"TSB-FIL-39404A"	"ZMOG_FLOC_PF"	"CRTE"	"APPR"	"OPPR"	"30 TO 244 BARG"
"DFFA-PT-300118"	"ZMOG_FLOC_PPT"	"CRTE"	"APPR"	"COCL"	"DFFA-SA-6007102"
"DFFA-ZT-300704"	"ZMOG_FLOC_PZS"	"CRTE"	"APPR"	"SETP"	"--"
"EAB-TI-25508"	"ZMOG_FLOC_PTI"	"DLFL"	""	"OER1"	"ACCURACY +/-1% SCALE 1	C"
"EAB-TI-25508"	"ZMOG_FLOC_PTI"	"DLFL"	""	"COTH"	"DIAL WHITE,SCALE"
"400338376"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"400357677"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"400079184"	"ZMOG_EQUI_AEL"	"INAC"	""	"ORDN"	"-"
"400338555"	"ZMOG_EQUI_AEL"	"INST"	""	"BODM"	"UV STABLE, GLASS REINFORCED PO"
"400338555"	"ZMOG_EQUI_AEL"	"INST"	""	"EXCA"	"EEXE(M) II T3/T4"
"400338555"	"ZMOG_EQUI_AEL"	"INST"	""	"ORDN"	"-"
"GEA-HCV-57036"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR NOPM"	"RTN"	"GEA-FT-5701"
"GEB-HCV-03042"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR NOPM"	"BODS"	"6"""
"GEB-HCV-03042"	"ZMOG_FLOC_PHCV"	"CRTE"	"APPR NOPM"	"LINO"	"6""-WF-02341-65-AN"
"GC-XHE-0922_2"	"ZMOG_FLOC_PXHE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0401_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0401_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"ALL1"	"20% LEL"
"GC-YSL-0714_G"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GA-PI-004_1"	"ZMOG_FLOC_PPI"	"CRTE"	"APPR"	"CARA"	"0-10 BAR"
"GC-YSL-0714_B"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GC-XSE-0717_3"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0721_3"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0716_3"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XHE-0311_5"	"ZMOG_FLOC_PXHE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GA-PV-020_1"	"ZMOG_FLOC_PXCV"	"CRTE"	"APPR"	"LUBC"	"NONE REQUIRED"
"GC-XFE-0901_3"	"ZMOG_FLOC_PXFE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"HBAA-P-39411"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"CDRIT"	"HBAA-PM-39411"
"HBAA-P-39411"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"CETH"	"NO"
"HBAA-P-39411"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"OPPR"	"200 BAR(G)"
"HBAA-P-39412"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"OPPR"	"200 BAR(G)"
"HBAA-P-39412"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"CDRIT"	"HBAA-PM-39412"
"HBAA-P-39412"	"ZMOG_FLOC_PP"	"CRTE"	"APPR"	"CETH"	"NO"
"400167236"	"ZMOG_EQUI_AILU"	"AVLB"	""	"EXCA"	"EEX DE IIC T4"
"400154577"	"ZMOG_EQUI_APSV"	"AVLB"	""	"ORSI"	"0.110 SQ IN (D)"
"400154577"	"ZMOG_EQUI_APSV"	"AVLB"	""	"SEMA"	"316 SS"
"400379549"	"ZISO_EQUI_PALV"	"INST"	""	"AMM"	"-P1: DEIF EQ48-X/5A TRSK"
"400379549"	"ZISO_EQUI_PALV"	"INST"	""	"HCOU"	"-P4: SCHNEIDER XB50SM"
"400379549"	"ZISO_EQUI_PALV"	"INST"	""	"MIBR1"	"-Q3.1: SCHNEIDER A9F04201"
"400379549"	"ZISO_EQUI_PALV"	"INST"	""	"INL3"	"-H3 ALARM: SCHNEIDER XB4BVM5"
"400379550"	"ZISO_EQUI_PALV"	"INST"	""	"MCO1"	"-K4: SCHNEIDER LC1D25P7"
"400379550"	"ZISO_EQUI_PALV"	"INST"	""	"INL3"	"-H3 ALARM: SCHNEIDER XB4BVM5"
"400379550"	"ZISO_EQUI_PALV"	"INST"	""	"AMM"	"-P1: DEIF EQ48-X/5A TRSK"
"400379550"	"ZISO_EQUI_PALV"	"INST"	""	"HCOU"	"-P4: SCHNEIDER XB50SM"
"400379550"	"ZISO_EQUI_PALV"	"INST"	""	"MCBR"	"Q4: SCHNEIDER A9F08320"
"HBAA-PM-39411"	"ZMOG_FLOC_PME"	"CRTE"	"APPR"	"WICS"	"DELTA"
"400379553"	"ZISO_EQUI_EMAC"	"INST"	""	"WMP"	"THERMISTORS / 3"
"400379553"	"ZISO_EQUI_EMAC"	"INST"	""	"EEXCE"	"PTB 08 ATEX 1087 X"
"400379553"	"ZISO_EQUI_EMAC"	"INST"	""	"OC"	"S1 - CONTINIOUS DUTY"
"400379553"	"ZISO_EQUI_EMAC"	"INST"	""	"DETV"	"NO"
"400379553"	"ZISO_EQUI_EMAC"	"INST"	""	"WICS"	"DELTA"
"400379559"	"ZISO_EQUI_PACO"	"INST"	""	"IPR"	"IP 55"
"400182476"	"ZMOG_EQUI_ATPX"	"INST"	""	"ENCPK"	"MIN. 55"
"400182476"	"ZMOG_EQUI_ATPX"	"INST"	""	"SUPD"	"24 V"
"400182476"	"ZMOG_EQUI_ATPX"	"INST"	""	"ELET"	"PILOT TUBE"
"400377797"	"ZISO_EQUI_IPPS"	"DLFL"	""	"PS"	"10.5-42.4 VDC"
"400468223"	"ZISO_EQUI_IPDI"	"INST"	""	"WEI"	"1,5 KG"
"400468223"	"ZISO_EQUI_IPDI"	"INST"	""	"FLC"	"> 3 MA"
"400468223"	"ZISO_EQUI_IPDI"	"INST"	""	"BODM"	"AISI 316 /303 STAINLESS STEEL"
"400053955"	"ZMOG_EQUI_ABLE"	"INST"	""	"BODM"	"PLASTIC"
"400053955"	"ZMOG_EQUI_ABLE"	"INST"	""	"SUVO"	"24V DC"
"RFA-PB-39107"	"ZMOG_FLOC_PPB"	"CRTE"	"APPR"	"CSCPE"	"SCADA RFA-CP-2003"
"400376420"	"ZISO_EQUI_ECSO"	"INST"	"APPR"	"EXPR"	"EEX DE II C T6"
"GOFA-SO23-3"	"ZMOG_FLOC_PSO"	"CRTE"	"APPR"	"PSF"	"GOFA-N-1802"
"GOFA-SO23-3"	"ZMOG_FLOC_PSO"	"CRTE"	"APPR"	"PTN"	"GOFA-DP-1822 Q34"
"400467540"	"ZISO_EQUI_TCSP"	"INST"	""	"EXPR"	"EX II2GEX DE MB IIB+H2/IICT5GB"
"DFFA-PA-14-06-431"	"ZMOG_FLOC_PDPA"	"CRTE"	"APPR"	"OAR"	"ACC. TO WO-DFF-200453138"
"DFFA-PA-14-06-547"	"ZMOG_FLOC_PDPA"	"CRTE"	"APPR"	"OAR"	"ACC. TO WO-DFF-200453138"
"400362025"	"ZMOG_EQUI_AVBA"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362026"	"ZMOG_EQUI_AVBA"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400338525"	"ZMOG_EQUI_AMEL"	"INST"	""	"EXPRE"	"EXD E II B T4"
"400338525"	"ZMOG_EQUI_AMEL"	"INST"	""	"WI"	"F"
"EAA-HS-21650B"	"ZMOG_FLOC_PXS"	"DLFL"	"NOPM"	"COCL"	"6047JB"
"400362031"	"ZMOG_EQUI_AVBA"	"INST"	""	"ORDN"	"SEMCO 1024401"
"400362030"	"ZMOG_EQUI_AVBA"	"INST"	""	"ORDN"	"SEMCO 1024401"
"DFFA-PT-310030"	"ZMOG_FLOC_PPT"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"DFFA-PRV-310415"	"ZMOG_FLOC_PPRV"	"DLFL"	"APPR"	"ISTR"	"1/4"" NPT"
"400112929"	"ZMOG_EQUI_APSV"	"AVLB"	""	"SEMA"	"316 ST,ST"
"400381949"	"ZISO_EQUI_MVSV"	"AVLB"	""	"ORSI"	"5 MM"
"VAB-PSV-59032"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"ORSI"	"5 MM"
"VAA-PSV-59117"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"ORSI"	"5 MM"
"400067421"	"ZMOG_EQUI_AEL"	"DLFL"	""	"EXCA"	"EEX EM II T4 BAS 02 ATEX 2108"
"400067421"	"ZMOG_EQUI_AEL"	"DLFL"	""	"BODM"	"UV STABLE, GLASS REINFORCED PO"
"400328769"	"ZMOG_EQUI_APSV"	"INST"	""	"DIMA"	"UNS S 31803 (DUPLEX)"
"400361161"	"ZMOG_EQUI_AFTU"	"INST"	""	"ENCPK"	"IP67"
"400361171"	"ZMOG_EQUI_ASOV"	"INST"	""	"ENCPK"	"IP66/67"
"400120125"	"ZMOG_EQUI_AEL3"	"DLFL"	""	"CERT"	"PTB NO. EX-87B. 1038/1036U"
"400361176"	"ZMOG_EQUI_AEL3"	"INST"	""	"NOP"	"-"
"400361176"	"ZMOG_EQUI_AEL3"	"INST"	""	"ORDN"	"-"
"400361176"	"ZMOG_EQUI_AEL3"	"INST"	""	"RC"	"-"
"400361176"	"ZMOG_EQUI_AEL3"	"INST"	""	"FRRA"	"-"
"400361201"	"ZMOG_EQUI_AZSE"	"INST"	""	"EXCA"	"EX IA IIC T4/T5/T6"
"400361199"	"ZMOG_EQUI_APTC"	"INST"	""	"EXCE"	"BAS01ATEX1303X"
"400361199"	"ZMOG_EQUI_APTC"	"INST"	""	"ACC25"	"0,10% OF CALIBRATED SPAN"
"400361199"	"ZMOG_EQUI_APTC"	"INST"	""	"WEI"	"7 KG"
"400361199"	"ZMOG_EQUI_APTC"	"INST"	""	"BABM"	"316 SST"
"400361200"	"ZMOG_EQUI_AZSE"	"INST"	""	"EXCA"	"EX IA IIC T4/T5/T6"
"400361200"	"ZMOG_EQUI_AZSE"	"INST"	""	"ORDN"	"PO: 7500118861"
"HWAA-SD-12301-7R"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"CSJB"	"-"
"HWAA-SD-12301-2"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"CSJB"	"-"
"400010710"	"ZMOG_EQUI_APSV"	"INST"	""	"SEMA"	"316 SS"
"400010710"	"ZMOG_EQUI_APSV"	"INST"	""	"TYPE"	"BALANCED BELLOWS"
"GOFB-FE-29080"	"ZMOG_FLOC_POP"	"CRTE"	"APPR"	"PLTH"	"3,18 	 0,3 MM"
"400101025"	"ZMOG_EQUI_AEL3"	"DLFL"	""	"CERT"	"PTB NO. EX-87B. 1038/1036U"
"400101025"	"ZMOG_EQUI_AEL3"	"DLFL"	""	"ORDN"	"-"
"400338796"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"400364940"	"ZMOG_EQUI_AILU"	"INST"	""	"ORDN"	"-"
"GC-YSL-0704_A"	"ZMOG_FLOC_PXSI"	"CRTE"	"APPR"	"COL"	"RED"
"GA-XGE-1205_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"CSJB"	"XJB-12-600-1/A-600-54/JBF03121"
"GA-XGE-1205_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0204_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"COSC"	"2-633/2-639"
"GC-XGE-0204_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0212_2"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0202_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XFE-0621_4"	"ZMOG_FLOC_PXFE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0710_9"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0703_6"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XSE-0405_3"	"ZMOG_FLOC_PXSE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0923_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"INHL"	"F&G-VDU CCR"
"GC-XGE-0923_1"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"CSJB"	"XJB-HV-600-39/JBF-03121"
"400185020"	"ZMOG_EQUI_APSV"	"INST"	""	"ISTR"	"1.5"" RF 150 LBS"
"400185020"	"ZMOG_EQUI_APSV"	"INST"	""	"NSGFO"	"4 STK. 5/8"" X 95 MM L7"
"400185020"	"ZMOG_EQUI_APSV"	"INST"	""	"SPM"	"INCONEL  - SPRING NO. S 4025"
"400112954"	"ZMOG_EQUI_APSV"	"INST"	""	"ISTR"	"1.5"" RF 150 LBS"
"400112954"	"ZMOG_EQUI_APSV"	"INST"	""	"OSTR"	"2"" RF 150 LBS"
"400328228"	"ZMOG_EQUI_APSV"	"AVLB"	""	"ORSI"	"0.110 SQ IN (D)"
