"C_TYPE"	"C_OBJECT"	"C_DESCRIPTION"	"P_TYPE"	"P_OBJECT"	"P_DESCRIPTION"
"FLOC"	"DA-J-1-06"	"ELECTRICAL SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-06"	"ELECTRICAL SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-09"	"POWER PACK"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-09"	"POWER PACK"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-0901"	"MAIN POWER PACK"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-0901"	"MAIN POWER PACK"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-10"	"COOLING SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-10"	"COOLING SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-11"	"CRANE STRUCTURE"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-11"	"CRANE STRUCTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-1101"	"BOOM ASSEMBLY"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-1101"	"BOOM ASSEMBLY"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-1102"	"COLUMNS"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-1102"	"COLUMNS"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-13"	"TOOLS"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-13"	"TOOLS"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-14"	"TO BE SORTED"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-14"	"TO BE SORTED"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-JAJB-54002"	"INSTRUMENT JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JAJB-54002"	"INSTRUMENT JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-02"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-02"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-02001"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-02001"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-02002"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-02002"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-02710A1"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-02710A1"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-03"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-03"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-05"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-05"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-06"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-06"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-07"	"JUNCTION BOX LIGHTNING"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-07"	"JUNCTION BOX LIGHTNING"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-1"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-1"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-156"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-156"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-2"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-2"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-201"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-201"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-202"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-202"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-2101-1"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-2101-1"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-3"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-3"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-30006"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-30006"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-5"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-5"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-6"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-6"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-7"	"JUNCTION BOX EMERGENCY LIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-7"	"JUNCTION BOX EMERGENCY LIGHT"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75071"	"JUNCTION BOX"	"SYST"	"DK.DA.B.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75071"	"JUNCTION BOX"	"LOCA"	"DABY"	"GENERAL                                 "
"FLOC"	"DA-JB-75072"	"JUNCTION BOX"	"SYST"	"DK.DA.B.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75072"	"JUNCTION BOX"	"LOCA"	"DABY"	"GENERAL                                 "
"FLOC"	"DA-JB-75073"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75073"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75074"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75074"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75075"	"JUNCTION BOX"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-JB-75075"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75076"	"JUNCTION BOX"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-JB-75076"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75101"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75101"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75102"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75102"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75103"	"RESERVERET TIL TROELS CRISTENSEN (SEMCO)"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JB-75103"	"RESERVERET TIL TROELS CRISTENSEN (SEMCO)"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75288"	"JUNCTION BOX CRANE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JB-75288"	"JUNCTION BOX CRANE"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JBF-104"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JBF-104"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JBF-4407"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-JBF-4407"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JBF-5068"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-JBF-5068"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-KNR-06002"	"SIKKERHEDSREB MED KNUDER"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-KNR-06002"	"SIKKERHEDSREB MED KNUDER"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-KNR-06021"	"SIKKERHEDSREB MED KNUDER"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-KNR-06021"	"SIKKERHEDSREB MED KNUDER"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-KNR-06026"	"KNOTTET ROPE - TEMPORARY AES/DAB"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-KNR-06026"	"KNOTTET ROPE - TEMPORARY AES/DAB"	"LOCA"	"DACY"	"GENERAL                                 "
"FLOC"	"DA-L-001"	"FLOODLIGHT"	"SYST"	"DK.DA.B.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-001"	"FLOODLIGHT"	"LOCA"	"DABY"	"GENERAL                                 "
"FLOC"	"DA-L-004"	"EMERGENCY LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-004"	"EMERGENCY LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-006"	"EMERGENCY LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-006"	"EMERGENCY LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-007"	"FLOODLIGHT"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-007"	"FLOODLIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-008"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-008"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-009"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-009"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-012"	"EMERGENCY LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-012"	"EMERGENCY LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-013"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-013"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-014"	"EMERGENCY LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-014"	"EMERGENCY LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-015"	"EMERGENCY LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-015"	"EMERGENCY LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-016"	"FLOURECENT LIGHTING"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-016"	"FLOURECENT LIGHTING"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-018"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-018"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-1"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-1"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-12"	"FLOODLIGHT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-12"	"FLOODLIGHT"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-2"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-2"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-3"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-3"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-4"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-4"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-5"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-5"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-7"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-7"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-8"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-8"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-2221-9"	"LIGHTING FIXTURE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-2221-9"	"LIGHTING FIXTURE"	"SYST"	"DK.DA.A.018"	"SWBD/TRANSFORMER/LIGHT"
"FLOC"	"DA-L-JB-2221-1"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-JB-2221-1"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-L-JB-2221-3"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-JB-2221-3"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-L-JB-2221-6"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-L-JB-2221-6"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-L-JB-2221-8"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-L-JB-2221-8"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LB-01"	"REDNINGSKRANSSTATION MED LINE OG LYS"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-LB-01"	"REDNINGSKRANSSTATION MED LINE OG LYS"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LB-02"	"REDNINGSSTATION MED LINE OG LYS"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LB-02"	"REDNINGSSTATION MED LINE OG LYS"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-LG-20"	"OOS, GAUGEMETHANOL STORRAGE TANK T-1"	"SYST"	"DK.DA.A.046"	"METHANOL SYSTEM"
"FLOC"	"DA-LG-20"	"OOS, GAUGEMETHANOL STORRAGE TANK T-1"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LI-201"	"LEVEL INDICATOR"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LI-201"	"LEVEL INDICATOR"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-LSLL-59202"	"HYD UNIT PLF A"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-LSLL-59202"	"HYD UNIT PLF A"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LVS-01"	"LIFE JACKET STATION"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-LVS-01"	"LIFE JACKET STATION"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LVS-06"	"LIFE JACKET STATION"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-LVS-06"	"LIFE JACKET STATION"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-LVS-06201"	"LIFE VEST STATION"	"SYST"	"DK.DA.A.006"	"SAFETY EQUIPMENT"
"FLOC"	"DA-LVS-06201"	"LIFE VEST STATION"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MAC-10102"	"MANUEL ALARM CALL POINT"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MAC-10102"	"MANUEL ALARM CALL POINT"	"SYST"	"DK.DA.A.001"	"FIRE & GAS DETECTION"
"FLOC"	"DA-MCV-30719"	"MASTER CONTROL VALVE TO WELL MA-01"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MCV-30719"	"MASTER CONTROL VALVE TO WELL MA-01"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30739"	"MASTER CONTROL VALVE TO WELL MA-03"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30739"	"MASTER CONTROL VALVE TO WELL MA-03"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MCV-30759"	"MASTER CONTROL VALVE TO WELL MA-04"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MCV-30759"	"MASTER CONTROL VALVE TO WELL MA-04"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30779"	"MASTER CONTROL VALVE TO WELL MA-05"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MCV-30779"	"MASTER CONTROL VALVE TO WELL MA-05"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30799"	"OIL PRODUCTION MA-06"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-MCV-30799"	"OIL PRODUCTION MA-06"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30819"	"WATER INJECTION MA-07"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-MCV-30819"	"WATER INJECTION MA-07"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NAV-01"	"FOG SIGNAL STATION"	"SYST"	"DK.DA.A.015"	"NAVIGATION AID"
"FLOC"	"DA-NAV-01"	"FOG SIGNAL STATION"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NAV-02"	"MAIN LIGHT STATION"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NAV-02"	"MAIN LIGHT STATION"	"SYST"	"DK.DA.A.015"	"NAVIGATION AID"
"FLOC"	"DA-NAV-JB-001"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NAV-JB-001"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-NAV-JB-003"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NAV-JB-003"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-NAV-JB-005"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-NAV-JB-005"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-NTJB-2015"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-NTJB-2015"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-201"	"HYDRAULIC PUMP NO. 1"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-P-201"	"HYDRAULIC PUMP NO. 1"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-202"	"HYDRAULIC PUMP NO. 2"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-P-202"	"HYDRAULIC PUMP NO. 2"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-203"	"HYDRAULIC PUMP NO. 3"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-P-203"	"HYDRAULIC PUMP NO. 3"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-3134A"	"AIR DRIVEN PUMP"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-3134A"	"AIR DRIVEN PUMP"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-P-3134B"	"AIR DRIVEN PUMP"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-P-3134B"	"AIR DRIVEN PUMP"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-P-3990"	"METHANOL INJECTION PUMP"	"SYST"	"DK.DA.A.039"	"CHEMICAL INJECTION"
"FLOC"	"DA-P-3990"	"METHANOL INJECTION PUMP"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAJB-153"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-PAJB-153"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAJB-154"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAJB-154"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-PAJB-155"	"JUNCTION BOX"	"SYST"	"DK.DA.A.075"	"JUNCTION BOXE"
"FLOC"	"DA-PAJB-155"	"JUNCTION BOX"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAL-54212"	"RES. XLG/ISC     DANH2S"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAL-54212"	"RES. XLG/ISC     DANH2S"	"SYST"	"DK.DA.A.054"	"INSTRUMENT & UTILITY AIR"
"FLOC"	"DA-PAL-54222"	"RES. XLG/ISC     DANH2S"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PAL-54222"	"RES. XLG/ISC     DANH2S"	"SYST"	"DK.DA.A.054"	"INSTRUMENT & UTILITY AIR"
"FLOC"	"DA-PB-02004"	"ESD1 FROM RIG"	"SYST"	"DK.DA.A.002"	"ALARM & SHUTDOWN"
"FLOC"	"DA-PB-02004"	"ESD1 FROM RIG"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PB-31001"	"PUSH BUTTON, START/STOP HYDRAULIC PUMP"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-PB-31001"	"PUSH BUTTON, START/STOP HYDRAULIC PUMP"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PB-31011"	"PUSH BUTTON, START/STOP HYDRAULIC PUMP"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-PB-31011"	"PUSH BUTTON, START/STOP HYDRAULIC PUMP"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PBD-220"	"BUSTION DISC"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PBD-220"	"BUSTION DISC"	"SYST"	"DK.DA.A.029"	"GAS LIFT"
"FLOC"	"DA-PBD-222"	"BUSTING DISC"	"SYST"	"DK.DA.A.029"	"GAS LIFT"
"FLOC"	"DA-PBD-222"	"BUSTING DISC"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PBD-223"	"BUSTING DISC"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PBD-223"	"BUSTING DISC"	"SYST"	"DK.DA.A.029"	"GAS LIFT"
"FLOC"	"DA-PCV-205-1"	"PRESSURE CONTROL VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-PCV-205-1"	"PRESSURE CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-PCV-205-2"	"PRESSURE CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
