"tag class name","tag class CFIHOS unique ID","equipment class name","equipment class CFIHOS unique ID","reason for mapping","created date","modified date","terminated date","change request number","status"
"lifting jack","CFIHOS-30000622","lifting jack","CFIHOS-30000622",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"lifting lug","CFIHOS-30000584","lifting lug","CFIHOS-30000584",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"lightning arrestor","CFIHOS-30000944","lightning arrestor","CFIHOS-30000944",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"line blind","CFIHOS-30000119","line blind","CFIHOS-30000119",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"line throwing appliance","CFIHOS-30000900","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"line throwing appliance","CFIHOS-30000900","line throwing appliance","CFIHOS-30000900",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"linear polarization resistance element","CFIHOS-30000844","linear polarization resistance element","CFIHOS-30000844",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"liquid composition analyser","CFIHOS-30000120","liquid composition analyser","CFIHOS-30000120",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"liquid detector","CFIHOS-30000121","liquid detector","CFIHOS-30000121",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"load cell","CFIHOS-30000123","load cell","CFIHOS-30000123",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"loading arm","CFIHOS-30000602","loading arm","CFIHOS-30000602",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"logic cap","CFIHOS-30000124","logic cap","CFIHOS-30000124",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"loudspeaker","CFIHOS-30000436","loudspeaker","CFIHOS-30000436",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"louvre","CFIHOS-30000125","louvre","CFIHOS-30000125",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"low-pass filter","CFIHOS-30000356","low-pass filter","CFIHOS-30000356",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"lubrication system","CFIHOS-30000541","lubrication system","CFIHOS-30000541",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"luminaire","CFIHOS-30000357","luminaire","CFIHOS-30000357",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"magnetic level gauge","CFIHOS-30000437","magnetic level gauge","CFIHOS-30000437",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"magnetic level transmitter","CFIHOS-30000126","magnetic level transmitter","CFIHOS-30000126",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"manhole","CFIHOS-30000648","pipe","CFIHOS-30000496",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"manifold","CFIHOS-30000308","manifold","CFIHOS-30000308",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"manual actuator","CFIHOS-30000695","actuator","CFIHOS-30000607",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"manual actuator","CFIHOS-30000695","electric actuator","CFIHOS-30000336",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"manual actuator","CFIHOS-30000695","hydraulic actuator","CFIHOS-30000433",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"manual actuator","CFIHOS-30000695","pneumatic actuator","CFIHOS-30000443",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"manual call point","CFIHOS-30000127","manual call point","CFIHOS-30000127",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"manual control switch","CFIHOS-30000128","selector switch","CFIHOS-30000227",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"manual switch","CFIHOS-30000847","manual switch","CFIHOS-30000847",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"manual valve","CFIHOS-30000649","ball valve","CFIHOS-30000807",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","block and bleed valve","CFIHOS-30000808",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","butterfly valve","CFIHOS-30000810",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","choke valve","CFIHOS-30000812",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","diaphragm valve","CFIHOS-30000818",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","double block and bleed valve","CFIHOS-30000822",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","eccentric rotating disc valve","CFIHOS-30000825",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","gate valve","CFIHOS-30000838",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","globe valve","CFIHOS-30000840",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","multiport valve","CFIHOS-30000850",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","needle valve","CFIHOS-30000852",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","plug valve","CFIHOS-30000860",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manual valve","CFIHOS-30000649","slide valve","CFIHOS-30000866",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"manway","CFIHOS-30000901","pipe","CFIHOS-30000496",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"mast","CFIHOS-30000130","mast","CFIHOS-30000130",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"mechanical connector","CFIHOS-30000131","mechanical connector","CFIHOS-30000131",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"mechanical positioner","CFIHOS-30000438","mechanical positioner","CFIHOS-30000438",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"mechanical seal","CFIHOS-30000542","mechanical seal","CFIHOS-30000542",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"meteorological equipment","CFIHOS-30000903","meteorological equipment","CFIHOS-30000903",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"meteorological sensor","CFIHOS-30000945","meteorological sensor","CFIHOS-30000945",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"meter prover","CFIHOS-30000132","meter prover","CFIHOS-30000132",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"metering station","CFIHOS-30000904","metering station","CFIHOS-30000904",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"metering station","CFIHOS-30000904","transmitter","CFIHOS-30000661",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"microphone","CFIHOS-30000133","microphone","CFIHOS-30000133",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"mid-water arch","CFIHOS-30000709","mid-water arch","CFIHOS-30000709",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"mixer","CFIHOS-30000543","agitator","CFIHOS-30000102",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"mixer","CFIHOS-30000543","mixer","CFIHOS-30000543",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"mixer","CFIHOS-30000543","static mixer","CFIHOS-30000630",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"modem","CFIHOS-30000135","modem","CFIHOS-30000135",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"modulating damper","CFIHOS-30000905","modulating damper","CFIHOS-30000905",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"motor control centre","CFIHOS-30000623","motor control centre","CFIHOS-30000623",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"motor operated valve","CFIHOS-30000738","motor operated valve","CFIHOS-30000738",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"mounting bracket","CFIHOS-30000136","mounting bracket","CFIHOS-30000136",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"multi property analyser","CFIHOS-30000137","multi property analyser","CFIHOS-30000137",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"multiphase meter","CFIHOS-30000688","multiphase meter","CFIHOS-30000688",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"multiple orifice on-off valve","CFIHOS-30000848","multiple orifice on-off valve","CFIHOS-30000848",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"multiplexer","CFIHOS-30000138","multiplexer","CFIHOS-30000138",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"multiport on-off valve","CFIHOS-30000849","multiport on-off valve","CFIHOS-30000849",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"multiport valve","CFIHOS-30000850","multiport valve","CFIHOS-30000850",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"needle control valve","CFIHOS-30000851","needle control valve","CFIHOS-30000851",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"needle valve","CFIHOS-30000852","needle valve","CFIHOS-30000852",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"network","CFIHOS-30000906","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"non-return damper","CFIHOS-30000650","non-return damper","CFIHOS-30000650",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"nozzle","CFIHOS-30000495","nozzle","CFIHOS-30000495",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"nucleonic level transmitter","CFIHOS-30000853","nucleonic level transmitter","CFIHOS-30000853",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"office building","CFIHOS-30000163","office building","CFIHOS-30000163",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"oil circuit-breaker","CFIHOS-30000854","oil circuit-breaker","CFIHOS-30000854",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"oil mist detector","CFIHOS-30000689","oil mist detector","CFIHOS-30000689",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"on-off valve","CFIHOS-30000651","ball control valve","CFIHOS-30000806",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","butterfly control valve","CFIHOS-30000809",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","diaphragm control valve","CFIHOS-30000817",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","gate control valve","CFIHOS-30000837",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","globe control valve","CFIHOS-30000839",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","multiple orifice on-off valve","CFIHOS-30000848",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"on-off valve","CFIHOS-30000651","multiport on-off valve","CFIHOS-30000849",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011;CR0032","TERMINATED"
"plug valve","CFIHOS-30000860","plug valve","CFIHOS-30000860",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pneumatic actuator","CFIHOS-30000443","pneumatic actuator","CFIHOS-30000443",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pneumatic controller","CFIHOS-30000444","pneumatic controller","CFIHOS-30000444",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pneumatic cylinder","CFIHOS-30000757","pneumatic cylinder","CFIHOS-30000757",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"pneumatic motor","CFIHOS-30000548","pneumatic motor","CFIHOS-30000548",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"position switch","CFIHOS-30000678","position switch","CFIHOS-30000678",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"position switch","CFIHOS-30000678","proximity switch","CFIHOS-30000458",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"position transmitter","CFIHOS-30000449","position transmitter","CFIHOS-30000449",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"positioning system","CFIHOS-30000184","positioning system","CFIHOS-30000184",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"positive displacement flow element","CFIHOS-30000185","positive displacement flow element","CFIHOS-30000185",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"positive displacement flow transmitter","CFIHOS-30000450","positive displacement flow transmitter","CFIHOS-30000450",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pour point analyser","CFIHOS-30000451","pour point analyser","CFIHOS-30000451",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"power cable","CFIHOS-30000360","power cable","CFIHOS-30000360",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"power stabiliser","CFIHOS-30000186","power stabiliser","CFIHOS-30000186",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"power supply unit","CFIHOS-30000361","power supply unit","CFIHOS-30000361",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"pressure element","CFIHOS-30000673","pressure element","CFIHOS-30000673",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"pressure gauge","CFIHOS-30000452","pressure gauge","CFIHOS-30000452",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"pressure indicator","CFIHOS-30000693","indicating instrument","CFIHOS-30000292",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure regulator","CFIHOS-30000453","pressure regulator","CFIHOS-30000453",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pressure relief damper","CFIHOS-30000624","pressure relief damper","CFIHOS-30000624",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"pressure relief device","CFIHOS-30000653","conventional relief valve","CFIHOS-30000815",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure relief device","CFIHOS-30000653","pilot operated relief valve","CFIHOS-30000856",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure relief device","CFIHOS-30000653","pressure-vacuum relief valve","CFIHOS-30000861",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure relief device","CFIHOS-30000653","relief valve","CFIHOS-30000295",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure relief device","CFIHOS-30000653","rupture disc","CFIHOS-30000466",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure relief device","CFIHOS-30000653","vacuum relief valve","CFIHOS-30000634",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"pressure switch","CFIHOS-30000454","pressure switch","CFIHOS-30000454",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"pressure to current converter","CFIHOS-30000455","pressure to current converter","CFIHOS-30000455",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"pressure transmitter","CFIHOS-30000654","absolute pressure transmitter","CFIHOS-30000395",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"pressure transmitter","CFIHOS-30000654","relative pressure transmitter","CFIHOS-30000208",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"pressure-vacuum relief valve","CFIHOS-30000861","pressure-vacuum relief valve","CFIHOS-30000861",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"printed circuit heat exchanger","CFIHOS-30000754","printed circuit heat exchanger","CFIHOS-30000754",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"printing machine","CFIHOS-30000456","printing machine","CFIHOS-30000456",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"process column","CFIHOS-30000586","absorber column","CFIHOS-30000800",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","adsorber column","CFIHOS-30000802",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","contactor column","CFIHOS-30000814",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","distillation column","CFIHOS-30000821",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","scrubber","CFIHOS-30000588",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","stabilizer column","CFIHOS-30000868",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","stripper column","CFIHOS-30000869",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process column","CFIHOS-30000586","vacuum column","CFIHOS-30000875",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"process data acquisition and control","CFIHOS-30000189","process data acquisition and control","CFIHOS-30000189",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"process nozzle","CFIHOS-30000655","nozzle","CFIHOS-30000495",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"process reactor","CFIHOS-30000758","process reactor","CFIHOS-30000758",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"protection relay","CFIHOS-30000728","protection relay","CFIHOS-30000728",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"proximity element","CFIHOS-30000457","proximity element","CFIHOS-30000457",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"proximity switch","CFIHOS-30000458","proximity switch","CFIHOS-30000458",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"public address and alarm system","CFIHOS-30000191","public address and alarm system","CFIHOS-30000191",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"pulsation damper","CFIHOS-30000549","pulsation damper","CFIHOS-30000549",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"pump","CFIHOS-30000550","centrifugal pump","CFIHOS-30000521",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"pump","CFIHOS-30000550","diaphragm pump","CFIHOS-30000526",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","gear pump","CFIHOS-30000536",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","liquid ring pump","CFIHOS-30000845",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","lobe pump","CFIHOS-30000846",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","piston pump","CFIHOS-30000546",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","plunger pump","CFIHOS-30000547",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","reciprocating pump","CFIHOS-30000862",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"pump","CFIHOS-30000550","rod pump","CFIHOS-30000219",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","rotary pump","CFIHOS-30000864",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"pump","CFIHOS-30000550","screw pump","CFIHOS-30000554",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"pump","CFIHOS-30000550","vane pump","CFIHOS-30000560",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009;CR0028","TERMINATED"
"push button","CFIHOS-30000459","push button","CFIHOS-30000459",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"rack","CFIHOS-30000199","rack","CFIHOS-30000199",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"radar","CFIHOS-30000626","radar","CFIHOS-30000626",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"radar level element","CFIHOS-30000200","radar level element","CFIHOS-30000200",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"radar level transmitter","CFIHOS-30000460","radar level transmitter","CFIHOS-30000460",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"radiator","CFIHOS-30000201","radiator","CFIHOS-30000201",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"radio beacon","CFIHOS-30000627","radio beacon","CFIHOS-30000627",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"radio caravan","CFIHOS-30000202","radio caravan","CFIHOS-30000202",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"radio transceiver","CFIHOS-30000203","radio transceiver","CFIHOS-30000203",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"radioactive level transmitter","CFIHOS-30000461","radioactive level transmitter","CFIHOS-30000461",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"radioactive source","CFIHOS-30000204","radioactive level transmitter","CFIHOS-30000461",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"reader","CFIHOS-30000205","reader","CFIHOS-30000205",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"reciprocating compressor","CFIHOS-30000551","reciprocating compressor","CFIHOS-30000551",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"reciprocating pump","CFIHOS-30000862","reciprocating pump","CFIHOS-30000862",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"recording instrument","CFIHOS-30000462","recording instrument","CFIHOS-30000462",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"rectifier","CFIHOS-30000363","rectifier","CFIHOS-30000363",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"redox analyser","CFIHOS-30000206","redox analyser","CFIHOS-30000206",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"relative pressure transmitter","CFIHOS-30000208","relative pressure transmitter","CFIHOS-30000208",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
