"tag class name","tag class CFIHOS unique ID","equipment class name","equipment class CFIHOS unique ID","reason for mapping","created date","modified date","terminated date","change request number","status"
"pitot tube","CFIHOS-30000442","pitot tube","CFIHOS-30000442",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"pitot tube flow meter","CFIHOS-30000858","pitot tube flow meter","CFIHOS-30000858",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"plate heat exchanger","CFIHOS-30000752","plate heat exchanger","CFIHOS-30000752",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"plug control valve","CFIHOS-30000859","plug control valve","CFIHOS-30000859",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"control valve","CFIHOS-30000638","gate control valve","CFIHOS-30000837",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"control valve","CFIHOS-30000638","globe control valve","CFIHOS-30000839",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"control valve","CFIHOS-30000638","needle control valve","CFIHOS-30000851",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"control valve","CFIHOS-30000638","plug control valve","CFIHOS-30000859",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"control valve","CFIHOS-30000638","slide control valve","CFIHOS-30000865",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"controller","CFIHOS-30000666","hydraulic controller","CFIHOS-30000434",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"controller","CFIHOS-30000666","pneumatic controller","CFIHOS-30000444",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"conventional relief valve","CFIHOS-30000815","conventional relief valve","CFIHOS-30000815",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"cooler","CFIHOS-30000386","cooler","CFIHOS-30000386",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"cooling coil","CFIHOS-30000883","spiral heat exchanger","CFIHOS-30000867",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"cooling tower","CFIHOS-30000387","cooling tower","CFIHOS-30000387",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"coriolis mass flow element","CFIHOS-30000023","coriolis mass flow element","CFIHOS-30000023",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"coriolis mass flow meter","CFIHOS-30000406","coriolis mass flow meter","CFIHOS-30000406",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"corrosion element","CFIHOS-30000408","linear polarization resistance element","CFIHOS-30000844",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"corrosion element","CFIHOS-30000408","oxidation reduction potential element","CFIHOS-30000855",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"corrosion meter","CFIHOS-30000407","corrosion meter","CFIHOS-30000407",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"corrosion transmitter","CFIHOS-30000751","corrosion transmitter","CFIHOS-30000751",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"counter","CFIHOS-30000409","counter","CFIHOS-30000409",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"coupling","CFIHOS-30000419","coupling","CFIHOS-30000419",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"crane","CFIHOS-30000597","crane","CFIHOS-30000597",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"crane hook block","CFIHOS-30000024","crane hook block","CFIHOS-30000024",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"crusher","CFIHOS-30000940","crusher","CFIHOS-30000940",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"culvert","CFIHOS-30000884","outfall","CFIHOS-30000907",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"current to current converter","CFIHOS-30000410","current to current converter","CFIHOS-30000410",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"current to pressure converter","CFIHOS-30000411","current to pressure converter","CFIHOS-30000411",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"current to voltage converter","CFIHOS-30000412","current to voltage converter","CFIHOS-30000412",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"current transformer","CFIHOS-30000745","current transformer","CFIHOS-30000745",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"current transmitter","CFIHOS-30000329","current transmitter","CFIHOS-30000329",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"cutter","CFIHOS-30000565","cutter","CFIHOS-30000565",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"defibrillator","CFIHOS-30000614","defibrillator","CFIHOS-30000614",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"degasser","CFIHOS-30000026","degasser","CFIHOS-30000026",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"dehumidifier","CFIHOS-30000027","air conditioner","CFIHOS-30000382",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"deionizer","CFIHOS-30000028","deionizer","CFIHOS-30000028",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"deluge valve","CFIHOS-30000639","deluge valve","CFIHOS-30000639",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"demister","CFIHOS-30000573","demister","CFIHOS-30000573",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"density analyser","CFIHOS-30000413","density analyser","CFIHOS-30000413",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"descent device","CFIHOS-30000886","personal basket","CFIHOS-30000172",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"detector","CFIHOS-30000640","H2S detector","CFIHOS-30000895",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"detector","CFIHOS-30000640","radiation detector","CFIHOS-30000910",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"dew point analyser","CFIHOS-30000414","dew point analyser","CFIHOS-30000414",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"dew point transmitter","CFIHOS-30000029","dew point transmitter","CFIHOS-30000029",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"diaphragm control valve","CFIHOS-30000817","diaphragm control valve","CFIHOS-30000817",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"diaphragm seal","CFIHOS-30000030","diaphragm seal","CFIHOS-30000030",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"diaphragm valve","CFIHOS-30000818","diaphragm valve","CFIHOS-30000818",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"diesel engine","CFIHOS-30000527","diesel engine","CFIHOS-30000527",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"differential pressure flow transmitter","CFIHOS-30000031","differential pressure flow transmitter","CFIHOS-30000031",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"differential pressure gauge","CFIHOS-30000415","differential pressure gauge","CFIHOS-30000415",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"differential pressure level transmitter","CFIHOS-30000416","differential pressure level transmitter","CFIHOS-30000416",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"differential pressure switch","CFIHOS-30000417","differential pressure switch","CFIHOS-30000417",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"differential pressure transmitter","CFIHOS-30000418","differential pressure transmitter","CFIHOS-30000418",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"diffuser","CFIHOS-30000528","diffuser","CFIHOS-30000528",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"direct current generator","CFIHOS-30000819","direct current generator","CFIHOS-30000819",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"direct current motor","CFIHOS-30000820","direct current motor","CFIHOS-30000820",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"displacer level transmitter","CFIHOS-30000034","displacer level transmitter","CFIHOS-30000034",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"distillation analyser","CFIHOS-30000035","distillation analyser","CFIHOS-30000035",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"distillation column","CFIHOS-30000821","distillation column","CFIHOS-30000821",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"distribution board","CFIHOS-30000330","distribution board","CFIHOS-30000330",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"diverter","CFIHOS-30000615","diverter","CFIHOS-30000615",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"document scanner","CFIHOS-30000036","document scanner","CFIHOS-30000036",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"door","CFIHOS-30000301","door","CFIHOS-30000301",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"double block and bleed valve","CFIHOS-30000822","double block and bleed valve","CFIHOS-30000822",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"down hole safety valve","CFIHOS-30000294","down hole safety valve","CFIHOS-30000294",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"drain port","CFIHOS-30000887","drain port","CFIHOS-30000887",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"drain pot","CFIHOS-30000888","drain pot","CFIHOS-30000888",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"drier","CFIHOS-30000388","drier","CFIHOS-30000388",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"drilling machine","CFIHOS-30000037","drilling machine","CFIHOS-30000037",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"drilling standpipe","CFIHOS-30000669","pipe","CFIHOS-30000496",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"dry transformer","CFIHOS-30000823","dry transformer","CFIHOS-30000823",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"dust detector","CFIHOS-30000686","dust detector","CFIHOS-30000686",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"earth busbar","CFIHOS-30000331","earth busbar","CFIHOS-30000331",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"earth electrode","CFIHOS-30000332","earth electrode","CFIHOS-30000332",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"earth leakage detector","CFIHOS-30000333","earth leakage detector","CFIHOS-30000333",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"earth plate","CFIHOS-30000334","earth plate","CFIHOS-30000334",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"earthing boss","CFIHOS-30000335","earthing boss","CFIHOS-30000335",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"earthing resistor","CFIHOS-30000508","earthing resistor","CFIHOS-30000508",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"eccentric rotating disc control valve","CFIHOS-30000824","eccentric rotating disc control valve","CFIHOS-30000824",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"eccentric rotating disc valve","CFIHOS-30000825","eccentric rotating disc valve","CFIHOS-30000825",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"eductor","CFIHOS-30000038","eductor","CFIHOS-30000038",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"electric actuator","CFIHOS-30000336","electric actuator","CFIHOS-30000336",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electric battery","CFIHOS-30000337","electric battery","CFIHOS-30000337",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electric generator","CFIHOS-30000338","alternating current generator","CFIHOS-30000804",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"electric generator","CFIHOS-30000338","direct current generator","CFIHOS-30000819",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"electric generator","CFIHOS-30000338","electric generator","CFIHOS-30000338",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"electric heater","CFIHOS-30000339","electric heater","CFIHOS-30000339",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electric motor","CFIHOS-30000340","alternating current motor","CFIHOS-30000805",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"electric motor","CFIHOS-30000340","direct current motor","CFIHOS-30000820",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"electric motor","CFIHOS-30000340","electric motor","CFIHOS-30000340",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"electric piping purge unit","CFIHOS-30000826","electric piping purge unit","CFIHOS-30000826",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electrical connector","CFIHOS-30000734","adaptor connector","CFIHOS-30000801",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical connector","CFIHOS-30000734","electrical connector","CFIHOS-30000734",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical connector","CFIHOS-30000734","submersible connector","CFIHOS-30000870",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical control panel","CFIHOS-30000889","electrical distribution unit","CFIHOS-30000735",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"electrical distribution unit","CFIHOS-30000735","electrical distribution unit","CFIHOS-30000735",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"electrical heating element","CFIHOS-30000342","electrical heating element","CFIHOS-30000342",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012;CR0028","TERMINATED"
"electrical isolator","CFIHOS-30000727","electrical isolator","CFIHOS-30000727",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical isolator","CFIHOS-30000727","galvanic isolator","CFIHOS-30000073",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical motor starter","CFIHOS-30000343","electrical motor starter","CFIHOS-30000343",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical reactor","CFIHOS-30000616","electrical reactor","CFIHOS-30000616",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical socket","CFIHOS-30000344","electrical socket","CFIHOS-30000344",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrical switch","CFIHOS-30000617","electrical switch","CFIHOS-30000617",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"electromagnetic flow element","CFIHOS-30000040","electromagnetic flow element","CFIHOS-30000040",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electromagnetic flow transmitter","CFIHOS-30000420","electromagnetic flow transmitter","CFIHOS-30000420",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electronic circuit board","CFIHOS-30000641","electronic circuit board","CFIHOS-30000641",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electronic controller","CFIHOS-30000421","electronic controller","CFIHOS-30000421",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"electronic frequency converter","CFIHOS-30000345","electronic frequency converter","CFIHOS-30000345",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electronic power inverter","CFIHOS-30000346","electronic power inverter","CFIHOS-30000346",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"electrostatic precipitator","CFIHOS-30000574","electrostatic precipitator","CFIHOS-30000574",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"elevator","CFIHOS-30000598","elevator","CFIHOS-30000598",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"emergency grab bag","CFIHOS-30000890","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"emergency grab bag","CFIHOS-30000890","emergency grab bag","CFIHOS-30000890",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"emergency position indicating radio beacon","CFIHOS-30000618","emergency position indicating radio beacon","CFIHOS-30000618",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"emergency shut down valve","CFIHOS-30000642","ball control valve","CFIHOS-30000806",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"emergency shut down valve","CFIHOS-30000642","butterfly control valve","CFIHOS-30000809",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"emergency shut down valve","CFIHOS-30000642","gate control valve","CFIHOS-30000837",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"emergency shut down valve","CFIHOS-30000642","solenoid valve","CFIHOS-30000681",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"engine","CFIHOS-30000683","diesel engine","CFIHOS-30000527",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"engine","CFIHOS-30000683","gas engine","CFIHOS-30000533",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"engine","CFIHOS-30000683","petrol engine","CFIHOS-30000544",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"evaporator","CFIHOS-30000891","air conditioner","CFIHOS-30000382",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"evaporator","CFIHOS-30000891","evaporator","CFIHOS-30000891",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"exhaust","CFIHOS-30000042","exhaust","CFIHOS-30000042",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"expansion device","CFIHOS-30000892","expansion device","CFIHOS-30000892",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"expansion joint","CFIHOS-30000043","expansion joint","CFIHOS-30000043",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"extruder","CFIHOS-30000531","extruder","CFIHOS-30000531",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"eye bath","CFIHOS-30000044","eye bath","CFIHOS-30000044",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fall arrestor block","CFIHOS-30000045","fall arrestor block","CFIHOS-30000045",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fan","CFIHOS-30000532","fan","CFIHOS-30000532",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fax machine","CFIHOS-30000046","fax machine","CFIHOS-30000046",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"feeder","CFIHOS-30000566","feeder","CFIHOS-30000566",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fence","CFIHOS-30000047","fence","CFIHOS-30000047",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fender","CFIHOS-30000599","fender","CFIHOS-30000599",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"filter","CFIHOS-30000575","filter","CFIHOS-30000575",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"filter cartridge","CFIHOS-30000576","filter cartridge","CFIHOS-30000576",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"finned tube heat exchanger","CFIHOS-30000827","finned tube heat exchanger","CFIHOS-30000827",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"fire blanket","CFIHOS-30000048","fire blanket","CFIHOS-30000048",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire damper","CFIHOS-30000049","fire damper","CFIHOS-30000049",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire door","CFIHOS-30000050","fire door","CFIHOS-30000050",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire extinguisher","CFIHOS-30000512","fire extinguisher","CFIHOS-30000512",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire fighting vehicle","CFIHOS-30000051","fire fighting vehicle","CFIHOS-30000051",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire hydrant","CFIHOS-30000052","fire hydrant","CFIHOS-30000052",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fire wall","CFIHOS-30000619","fire wall","CFIHOS-30000619",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"fired heater","CFIHOS-30000053","fired heater","CFIHOS-30000053",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"firewater monitor","CFIHOS-30000054","firewater monitor","CFIHOS-30000054",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"first aid kit","CFIHOS-30000055","first aid kit","CFIHOS-30000055",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"fitness equipment","CFIHOS-30000893","fitness equipment","CFIHOS-30000893",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"flame arrestor","CFIHOS-30000056","flame arrestor","CFIHOS-30000056",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"flame detector","CFIHOS-30000425","flame detector","CFIHOS-30000425",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flame switch","CFIHOS-30000057","flame switch","CFIHOS-30000057",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flange","CFIHOS-30000304","flange","CFIHOS-30000304",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"flare","CFIHOS-30000058","flare","CFIHOS-30000058",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"flare tip","CFIHOS-30000389","flare tip","CFIHOS-30000389",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"flash drum","CFIHOS-30000059","flash drum","CFIHOS-30000059",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"flash point analyser","CFIHOS-30000426","flash point analyser","CFIHOS-30000426",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"flexible riser","CFIHOS-30000828","flexible riser","CFIHOS-30000828",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"floodlight","CFIHOS-30000347","floodlight","CFIHOS-30000347",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"flow computer","CFIHOS-30000748","flow computer","CFIHOS-30000748",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"flow element","CFIHOS-30000671","coriolis mass flow element","CFIHOS-30000023",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"flow element","CFIHOS-30000671","electromagnetic flow element","CFIHOS-30000040",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
